total_spend,CustomerID,customer_value
3802.81,17091.0,high_value
3797.79,15867.0,high_value
3794.52,16655.0,high_value
3794.49,13435.0,high_value
3787.09,15299.0,high_value
3781.74,12562.0,high_value
3774.1,15298.0,high_value
3770.6,16168.0,high_value
3770.12,18087.0,high_value
3755.65,17173.0,high_value
3755.38,13523.0,high_value
3754.27,16904.0,high_value
3750.4,12429.0,high_value
3744.65,17238.0,high_value
3743.18,12668.0,high_value
3741.98,16145.0,high_value
3729.34,14282.0,high_value
3724.77,15808.0,high_value
3723.87,12502.0,high_value
3717.82,13069.0,high_value
3717.67,13266.0,high_value
3717.35,14364.0,high_value
3693.81,16240.0,high_value
3683.13,12597.0,high_value
3669.92,12647.0,high_value
3665.62,16253.0,high_value
3661.07,17819.0,high_value
3652.25,12553.0,high_value
3651.97,18079.0,high_value
3650.87,15845.0,high_value
3645.43,16712.0,high_value
3640.67,16440.0,high_value
3631.89,15379.0,high_value
3626.81,13381.0,high_value
3622.95,16570.0,high_value
3617.57,13327.0,high_value
3610.31,15296.0,high_value
3605.08,13137.0,high_value
3598.26,16242.0,high_value
3595.48,13082.0,high_value
3580.13,14132.0,high_value
3578.8,12417.0,high_value
3563.85,17203.0,high_value
3563.11,15484.0,high_value
3550.7,13426.0,high_value
3545.69,12370.0,high_value
3543.26,14503.0,high_value
3542.51,15544.0,high_value
3542.19,14040.0,high_value
3541.92,17491.0,high_value
3540.1,17528.0,high_value
3539.53,13552.0,high_value
3536.82,13334.0,high_value
3518.03,17160.0,high_value
3515.68,13953.0,high_value
3506.54,16131.0,high_value
3497.14,15505.0,high_value
3487.75,13520.0,high_value
3482.74,16458.0,high_value
3478.85,14907.0,high_value
3471.91,14395.0,high_value
3466.67,17230.0,high_value
3465.67,13448.0,high_value
3457.78,17576.0,high_value
3456.7,17758.0,high_value
3450.84,15410.0,high_value
3450.24,16019.0,high_value
3448.29,13536.0,high_value
3447.4,15129.0,high_value
3439.41,15113.0,high_value
3429.97,15581.0,high_value
3429.55,15974.0,high_value
3427.85,14221.0,high_value
3411.69,16360.0,high_value
3409.66,13993.0,high_value
3408.48,15981.0,high_value
3408.06,13437.0,high_value
3406.72,17669.0,high_value
3385.62,13842.0,high_value
3384.09,13198.0,high_value
3376.96,15228.0,high_value
3371.13,17725.0,high_value
3365.43,13014.0,high_value
3362.71,16011.0,high_value
3348.48,13148.0,high_value
3346.28,13015.0,high_value
3344.64,12643.0,high_value
3329.72,15708.0,high_value
3324.09,15676.0,high_value
3320.22,12594.0,high_value
3317.97,16818.0,high_value
3315.71,14227.0,high_value
3313.79,16556.0,high_value
3312.25,13373.0,high_value
3295.76,14841.0,high_value
3286.91,17183.0,high_value
3281.63,12480.0,high_value
3280.75,12406.0,high_value
3278.36,16717.0,high_value
3276.4,17723.0,high_value
3250.64,14702.0,high_value
3246.091,13952.0,high_value
3245.47,15764.0,high_value
3228.84,17050.0,high_value
3224.53,15622.0,high_value
3219.77,13880.0,high_value
3218.98,12613.0,high_value
3214.81,12619.0,high_value
3212.16,15443.0,high_value
3204.16,16107.0,high_value
3198.25,17220.0,high_value
3192.54,13868.0,high_value
3191.53,17685.0,high_value
3190.55,13758.0,high_value
3189.81,14844.0,high_value
3172.04,14388.0,high_value
3167.73,16837.0,high_value
3167.64,13268.0,high_value
3166.4,16041.0,high_value
3160.0,17863.0,high_value
3153.89,12456.0,high_value
3148.2,14145.0,high_value
3147.31,15632.0,high_value
3135.98,15065.0,high_value
3127.82,17231.0,high_value
3119.44,13685.0,high_value
3108.06,14175.0,high_value
3106.62,17672.0,high_value
3104.95,13869.0,high_value
3102.42,13742.0,high_value
3096.0,13135.0,high_value
3095.04,17059.0,high_value
3093.86,14235.0,high_value
3092.97,14099.0,high_value
3090.85,15491.0,high_value
3087.27,14257.0,high_value
3085.96,16326.0,high_value
3085.49,13362.0,high_value
3085.48,16905.0,high_value
3084.17,15998.0,high_value
3079.1,13047.0,high_value
3075.04,12910.0,high_value
3073.77,14565.0,high_value
3064.78,18272.0,high_value
3054.87,16218.0,high_value
3049.88,16940.0,high_value
3047.63,14456.0,high_value
3043.48,16686.0,high_value
3038.67,16607.0,high_value
3029.87,16709.0,high_value
3026.08,17799.0,high_value
3024.62,16156.0,high_value
3021.77,13631.0,high_value
3017.3,18094.0,high_value
3013.83,16678.0,high_value
3002.68,12598.0,high_value
3000.36,15861.0,high_value
2998.28,12395.0,high_value
2995.72,14307.0,high_value
2986.15,12670.0,high_value
2982.35,12916.0,high_value
2981.5,15687.0,high_value
2974.65,15854.0,high_value
2965.69,16497.0,high_value
2963.19,15514.0,high_value
2954.75,17659.0,high_value
2952.34,14639.0,high_value
2949.75,17084.0,high_value
2949.57,14146.0,high_value
2949.12,12754.0,high_value
2941.05,16393.0,high_value
2940.04,17444.0,high_value
2939.64,14868.0,high_value
2929.84,14032.0,high_value
2925.91,14530.0,high_value
2920.04,17512.0,high_value
2919.81,12906.0,high_value
2916.45,13451.0,high_value
2916.17,14543.0,high_value
2906.85,12438.0,high_value
2894.33,17924.0,high_value
2888.75,18144.0,high_value
2881.02,15673.0,high_value
2879.7,14251.0,high_value
2878.15,16633.0,high_value
2874.72,14005.0,high_value
2867.2,13901.0,high_value
2865.64,15628.0,high_value
2863.08,12685.0,high_value
2861.55,18145.0,high_value
2855.35,14299.0,high_value
2848.23,12473.0,high_value
2842.57,12408.0,medium_value
2841.09,14535.0,medium_value
2838.2,14711.0,medium_value
2836.69,14852.0,medium_value
2827.93,17596.0,medium_value
2817.03,13174.0,medium_value
2816.97,15984.0,medium_value
2811.43,12356.0,medium_value
2806.9,16081.0,medium_value
2803.69,14572.0,medium_value
2791.59,12758.0,medium_value
2786.05,17739.0,medium_value
2781.5,16928.0,medium_value
2780.66,12388.0,medium_value
2774.17,14112.0,medium_value
2771.87,13769.0,medium_value
2768.98,17644.0,medium_value
2766.5,15356.0,medium_value
2766.18,13735.0,medium_value
2763.41,13230.0,medium_value
2761.49,16871.0,medium_value
2760.56,15114.0,medium_value
2758.25,16764.0,medium_value
2757.07,14626.0,medium_value
2756.82,15993.0,medium_value
2755.56,16316.0,medium_value
2753.36,12578.0,medium_value
2751.25,13870.0,medium_value
2749.89,14854.0,medium_value
2745.28,17504.0,medium_value
2744.48,14903.0,medium_value
2741.08,17213.0,medium_value
2740.43,14125.0,medium_value
2740.3,14121.0,medium_value
2735.37,16003.0,medium_value
2720.56,12380.0,medium_value
2716.6,18230.0,medium_value
2714.27,12840.0,medium_value
2709.12,13285.0,medium_value
2707.33,13654.0,medium_value
2702.22,13971.0,medium_value
2692.85,18097.0,medium_value
2688.48,14107.0,medium_value
2686.42,17386.0,medium_value
2686.34,14732.0,medium_value
2666.61,15796.0,medium_value
2664.26,14713.0,medium_value
2662.06,12360.0,medium_value
2661.24,14439.0,medium_value
2655.22,17069.0,medium_value
2651.46,13851.0,medium_value
2650.73,15321.0,medium_value
2644.46,15696.0,medium_value
2635.79,13804.0,medium_value
2635.49,15671.0,medium_value
2633.85,17402.0,medium_value
2633.01,18077.0,medium_value
2631.7,13771.0,medium_value
2630.64,16618.0,medium_value
2628.98,12721.0,medium_value
2628.93,15752.0,medium_value
2622.57,17965.0,medium_value
2621.38,18210.0,medium_value
2618.23,14262.0,medium_value
2616.32,12708.0,medium_value
2614.32,12625.0,medium_value
2612.86,12836.0,medium_value
2611.58,17346.0,medium_value
2609.3,16255.0,medium_value
2609.1,12726.0,medium_value
2607.87,16241.0,medium_value
2606.53,14408.0,medium_value
2601.55,13422.0,medium_value
2597.52,13644.0,medium_value
2596.45,16919.0,medium_value
2595.0,18260.0,medium_value
2593.94,15782.0,medium_value
2590.46,13983.0,medium_value
2588.12,13895.0,medium_value
2584.4,13021.0,medium_value
2582.51,12520.0,medium_value
2581.04,12600.0,medium_value
2580.91,13911.0,medium_value
2575.0,15485.0,medium_value
2574.65,15521.0,medium_value
2571.74,17655.0,medium_value
2571.02,15033.0,medium_value
2560.0,16308.0,medium_value
2556.68,14397.0,medium_value
2552.86,15572.0,medium_value
2545.38,13136.0,medium_value
2543.72,13344.0,medium_value
2543.24,14676.0,medium_value
2539.46,14334.0,medium_value
2538.75,13883.0,medium_value
2538.72,18075.0,medium_value
2535.88,14243.0,medium_value
2531.58,13471.0,medium_value
2528.67,16912.0,medium_value
2524.02,17317.0,medium_value
2515.84,15245.0,medium_value
2515.68,17728.0,medium_value
2514.76,17314.0,medium_value
2508.89,17700.0,medium_value
2507.56,18245.0,medium_value
2504.86,17449.0,medium_value
2504.13,13695.0,medium_value
2503.23,13975.0,medium_value
2494.46,16477.0,medium_value
2487.02,14546.0,medium_value
2486.22,14701.0,medium_value
2485.82,15271.0,medium_value
2483.63,12913.0,medium_value
2483.04,16710.0,medium_value
2479.16,13507.0,medium_value
2466.86,12455.0,medium_value
2466.4,17164.0,medium_value
2464.89,12517.0,medium_value
2463.17,17131.0,medium_value
2462.79,13784.0,medium_value
2461.85,15932.0,medium_value
2459.33,17682.0,medium_value
2456.98,14315.0,medium_value
2456.8,14842.0,medium_value
2456.53,14659.0,medium_value
2451.23,15750.0,medium_value
2445.91,14163.0,medium_value
2445.12,13588.0,medium_value
2427.32,13949.0,medium_value
2423.07,14766.0,medium_value
2422.64,15606.0,medium_value
2421.47,13658.0,medium_value
2420.84,15089.0,medium_value
2419.84,16143.0,medium_value
2409.9,12397.0,medium_value
2404.17,17589.0,medium_value
2398.86,15980.0,medium_value
2385.8,13141.0,medium_value
2385.48,17071.0,medium_value
2385.0,17530.0,medium_value
2381.04,14554.0,medium_value
2380.64,17722.0,medium_value
2380.08,18065.0,medium_value
2372.86,14930.0,medium_value
2369.16,13722.0,medium_value
2362.84,14493.0,medium_value
2361.97,17634.0,medium_value
2360.55,15370.0,medium_value
2360.09,14030.0,medium_value
2357.68,14440.0,medium_value
2351.02,14502.0,medium_value
2350.0,15140.0,medium_value
2348.82,15527.0,medium_value
2347.05,13908.0,medium_value
2338.6,18259.0,medium_value
2333.42,17434.0,medium_value
2327.13,12483.0,medium_value
2323.5,14239.0,medium_value
2319.68,14309.0,medium_value
2318.88,15755.0,medium_value
2313.14,13994.0,medium_value
2312.8,13394.0,medium_value
2312.7,17838.0,medium_value
2307.45,14290.0,medium_value
2306.52,15288.0,medium_value
2303.75,15785.0,medium_value
2299.67,17211.0,medium_value
2298.93,15105.0,medium_value
2298.2,15270.0,medium_value
2295.37,17954.0,medium_value
2295.31,13704.0,medium_value
2293.62,15704.0,medium_value
2291.19,12615.0,medium_value
2291.08,17744.0,medium_value
2288.13,17313.0,medium_value
2283.63,12684.0,medium_value
2275.58,17188.0,medium_value
2273.32,12782.0,medium_value
2273.18,17768.0,medium_value
2272.4,14466.0,medium_value
2269.21,16735.0,medium_value
2266.25,16550.0,medium_value
2265.38,18257.0,medium_value
2265.12,13700.0,medium_value
2263.76,13527.0,medium_value
2262.62,16209.0,medium_value
2255.51,14432.0,medium_value
2247.51,15235.0,medium_value
2246.81,16771.0,medium_value
2242.25,16782.0,medium_value
2242.01,15665.0,medium_value
2239.95,15281.0,medium_value
2236.74,16293.0,medium_value
2235.3,14700.0,medium_value
2232.49,18242.0,medium_value
2226.91,14825.0,medium_value
2220.84,12704.0,medium_value
2218.02,12876.0,medium_value
2215.02,17591.0,medium_value
2213.11,15373.0,medium_value
2210.26,17442.0,medium_value
2209.85,12653.0,medium_value
2208.3,14211.0,medium_value
2207.4,15797.0,medium_value
2205.63,13115.0,medium_value
2203.2,12755.0,medium_value
2202.99,13831.0,medium_value
2202.31,13680.0,medium_value
2201.64,14226.0,medium_value
2201.05,17696.0,medium_value
2199.31,15123.0,medium_value
2195.58,14776.0,medium_value
2191.84,16743.0,medium_value
2191.22,13365.0,medium_value
2187.31,13862.0,medium_value
2186.2,15179.0,medium_value
2183.54,15394.0,medium_value
2183.04,16628.0,medium_value
2181.21,15722.0,medium_value
2175.37,14808.0,medium_value
2174.18,14560.0,medium_value
2173.53,16076.0,medium_value
2171.32,15811.0,medium_value
2166.38,14341.0,medium_value
2162.68,12856.0,medium_value
2158.37,16456.0,medium_value
2156.45,12935.0,medium_value
2154.68,13755.0,medium_value
2150.85,13224.0,medium_value
2148.47,16966.0,medium_value
2144.53,17272.0,medium_value
2140.63,12633.0,medium_value
2140.22,16057.0,medium_value
2140.07,13317.0,medium_value
2139.76,14828.0,medium_value
2131.9,16379.0,medium_value
2129.96,17400.0,medium_value
2128.83,12909.0,medium_value
2128.23,14360.0,medium_value
2126.93,16407.0,medium_value
2124.99,15058.0,medium_value
2119.41,18061.0,medium_value
2117.02,13632.0,medium_value
2116.19,18008.0,medium_value
2114.33,14691.0,medium_value
2111.08,14407.0,medium_value
2109.07,13517.0,medium_value
2107.66,13265.0,medium_value
2106.84,18173.0,medium_value
2103.06,14461.0,medium_value
2102.09,14515.0,medium_value
2101.39,12560.0,medium_value
2100.6,15815.0,medium_value
2095.13,17191.0,medium_value
2094.88,18283.0,medium_value
2092.32,13571.0,medium_value
2089.85,13297.0,medium_value
2089.68,12501.0,medium_value
2087.88,14810.0,medium_value
2085.65,18044.0,medium_value
2085.08,16954.0,medium_value
2084.9,15834.0,medium_value
2083.42,18093.0,medium_value
2083.42,14306.0,medium_value
2070.97,14696.0,medium_value
2068.15,14482.0,medium_value
2067.13,14209.0,medium_value
2066.17,18231.0,medium_value
2062.7,12928.0,medium_value
2062.06,16281.0,medium_value
2059.2,17861.0,medium_value
2058.09,18241.0,medium_value
2057.99,12610.0,medium_value
2056.89,12518.0,medium_value
2056.29,13126.0,medium_value
2055.51,17667.0,medium_value
2053.7,12948.0,medium_value
2050.08,17086.0,medium_value
2047.0,17625.0,medium_value
2044.37,17597.0,medium_value
2043.93,14232.0,medium_value
2043.72,13450.0,medium_value
2042.15,14640.0,medium_value
2041.85,17090.0,medium_value
2033.1,17846.0,medium_value
2030.33,14001.0,medium_value
2028.88,16409.0,medium_value
2024.95,16358.0,medium_value
2024.45,14544.0,medium_value
2023.47,16875.0,medium_value
2021.82,18069.0,medium_value
2020.52,15341.0,medium_value
2019.77,18219.0,medium_value
2018.91,14188.0,medium_value
2012.17,14506.0,medium_value
2007.44,15531.0,medium_value
2007.4,15372.0,medium_value
2005.63,16098.0,medium_value
2005.06,14730.0,medium_value
2003.85,17082.0,medium_value
2002.4,16754.0,medium_value
2000.86,13305.0,medium_value
1998.49,18188.0,medium_value
1998.0,16698.0,medium_value
1995.68,13630.0,medium_value
1995.46,17827.0,medium_value
1992.76,17612.0,medium_value
1992.11,17679.0,medium_value
1991.01,17088.0,medium_value
1990.28,13593.0,medium_value
1990.12,13495.0,medium_value
1983.58,17940.0,medium_value
1982.81,12585.0,medium_value
1979.3,18204.0,medium_value
1976.12,13590.0,medium_value
1967.25,15493.0,medium_value
1965.9,14462.0,medium_value
1965.55,17790.0,medium_value
1960.72,17218.0,medium_value
1959.38,16341.0,medium_value
1957.32,14498.0,medium_value
1952.45,17554.0,medium_value
1947.55,14653.0,medium_value
1944.32,17337.0,medium_value
1937.25,14418.0,medium_value
1936.84,14472.0,medium_value
1931.42,14978.0,medium_value
1930.15,14655.0,medium_value
1928.72,17406.0,medium_value
1926.88,17490.0,medium_value
1925.36,14217.0,medium_value
1922.28,12528.0,medium_value
1922.1,13246.0,medium_value
1920.2,16983.0,medium_value
1919.31,12674.0,medium_value
1917.78,12457.0,medium_value
1911.89,15518.0,medium_value
1910.01,14285.0,medium_value
1908.25,16426.0,medium_value
1908.25,14409.0,medium_value
1906.09,17228.0,medium_value
1906.07,16150.0,medium_value
1905.45,15819.0,medium_value
1904.05,14250.0,medium_value
1903.13,16938.0,medium_value
1900.89,14210.0,medium_value
1898.52,12762.0,medium_value
1894.11,16942.0,medium_value
1893.95,12584.0,medium_value
1889.4,17870.0,medium_value
1888.84,14934.0,medium_value
1887.96,12371.0,medium_value
1887.2,15641.0,medium_value
1881.7,12853.0,medium_value
1881.36,17463.0,medium_value
1880.42,16170.0,medium_value
1880.22,16128.0,medium_value
1875.11,17293.0,medium_value
1873.2,16986.0,medium_value
1872.28,15021.0,medium_value
1869.5,15157.0,medium_value
1867.69,15367.0,medium_value
1867.68,14524.0,medium_value
1865.19,17787.0,medium_value
1863.35,17738.0,medium_value
1862.14,15351.0,medium_value
1862.0,14887.0,medium_value
1861.11,13982.0,medium_value
1860.86,13890.0,medium_value
1853.13,17422.0,medium_value
1849.11,12423.0,medium_value
1848.98,13421.0,medium_value
1843.75,18180.0,medium_value
1843.06,17469.0,medium_value
1843.0,12950.0,medium_value
1842.73,15814.0,medium_value
1842.56,17015.0,medium_value
1842.14,16102.0,medium_value
1841.18,16455.0,medium_value
1841.03,12963.0,medium_value
1839.31,12383.0,medium_value
1839.3,14216.0,medium_value
1839.07,17519.0,medium_value
1837.92,14459.0,medium_value
1837.28,18287.0,medium_value
1829.04,16152.0,medium_value
1827.8,15203.0,medium_value
1826.21,18122.0,medium_value
1824.23,16153.0,medium_value
1822.97,16169.0,medium_value
1821.52,16201.0,medium_value
1812.62,14533.0,medium_value
1811.47,16474.0,medium_value
1809.81,13725.0,medium_value
1809.34,13650.0,medium_value
