CustomerID,total_spend,visit_count,repetitiveness
12560.0,2101.39,4,repetitive
12561.0,238.85,1,single
12562.0,3781.74,7,repetitive
12564.0,456.9,1,single
12565.0,131.17,2,repetitive
12566.0,346.7,2,repetitive
12567.0,9114.94,11,repetitive
12569.0,4064.99,33,repetitive
12571.0,519.61,2,repetitive
12572.0,1004.72,3,repetitive
12573.0,160.54,1,single
12574.0,218.45,1,single
12576.0,1306.98,6,repetitive
12577.0,595.4,4,repetitive
12578.0,2753.36,4,repetitive
12579.0,410.72,3,repetitive
12580.0,415.7,1,single
12581.0,197.71,1,single
12582.0,511.36,2,repetitive
12583.0,7187.34,18,repetitive
12584.0,1893.95,18,repetitive
12585.0,1982.81,4,repetitive
12586.0,179.94,2,repetitive
12587.0,144.0,1,single
12588.0,214.9,1,single
12589.0,646.68,2,repetitive
12590.0,9861.38,3,repetitive
12591.0,452.85,1,single
12592.0,437.6,2,repetitive
12593.0,418.1,3,repetitive
12594.0,3320.22,11,repetitive
12596.0,618.27,2,repetitive
12597.0,3683.13,5,repetitive
12598.0,3002.68,9,repetitive
12599.0,1032.58,7,repetitive
12600.0,2581.04,11,repetitive
12601.0,569.56,6,repetitive
12602.0,153.12,1,single
12603.0,739.2,1,single
12604.0,254.18,2,repetitive
12605.0,-7.5,1,single
12607.0,0.0,2,repetitive
12609.0,1126.85,3,repetitive
12610.0,2057.99,7,repetitive
12611.0,1193.32,1,single
12612.0,643.59,2,repetitive
12613.0,3218.98,6,repetitive
12614.0,315.6,1,single
12615.0,2291.19,4,repetitive
12616.0,657.25,5,repetitive
12617.0,355.53,1,single
12618.0,177.31,1,single
12619.0,3214.81,13,repetitive
12620.0,1339.41,3,repetitive
12621.0,13612.07,23,repetitive
12622.0,180.1,1,single
12623.0,305.1,1,single
12624.0,641.13,2,repetitive
12625.0,2614.32,3,repetitive
12626.0,6388.35,13,repetitive
12627.0,4478.53,7,repetitive
12628.0,769.61,4,repetitive
12630.0,1270.88,2,repetitive
12631.0,640.5,1,single
12633.0,2140.63,5,repetitive
12635.0,1689.18,2,repetitive
12637.0,5953.25,11,repetitive
12638.0,671.69,1,single
12639.0,486.1,1,single
12640.0,1174.58,3,repetitive
12641.0,185.9,1,single
12642.0,1013.26,3,repetitive
12643.0,3344.64,6,repetitive
12644.0,477.91,1,single
12645.0,1755.38,5,repetitive
12646.0,1346.97,2,repetitive
12647.0,3669.92,13,repetitive
12648.0,318.05,1,single
12649.0,603.71,4,repetitive
12650.0,314.44,1,single
12651.0,114.0,1,single
12652.0,914.53,2,repetitive
12653.0,2209.85,2,repetitive
12654.0,601.98,5,repetitive
12656.0,3982.72,8,repetitive
12657.0,1152.06,5,repetitive
12658.0,686.05,1,single
12659.0,91.68,1,single
12660.0,245.1,1,single
12662.0,3817.08,12,repetitive
12664.0,4863.88,10,repetitive
12665.0,61.75,2,repetitive
12666.0,-227.44,1,single
12667.0,620.13,1,single
12668.0,3743.18,6,repetitive
12669.0,1607.73,4,repetitive
12670.0,2986.15,6,repetitive
12672.0,225.9,1,single
12673.0,610.52,2,repetitive
12674.0,1919.31,7,repetitive
12676.0,1331.39,6,repetitive
12678.0,17588.26,13,repetitive
12679.0,1058.67,9,repetitive
12680.0,862.81,4,repetitive
12681.0,13677.59,27,repetitive
12682.0,12288.22,31,repetitive
12683.0,8221.09,20,repetitive
12684.0,2283.63,7,repetitive
12685.0,2863.08,6,repetitive
12686.0,89.14,1,single
12688.0,4873.81,1,single
12689.0,1247.61,2,repetitive
12690.0,389.01,1,single
12691.0,1035.8,6,repetitive
12693.0,830.96,6,repetitive
12694.0,869.67,2,repetitive
12695.0,582.1,4,repetitive
12697.0,939.02,5,repetitive
12700.0,4867.99,6,repetitive
12701.0,797.71,2,repetitive
12702.0,219.0,1,single
12703.0,274.7,2,repetitive
12704.0,2220.84,10,repetitive
12705.0,6814.24,14,repetitive
12707.0,603.42,1,single
12708.0,2616.32,16,repetitive
12709.0,9294.1,26,repetitive
12710.0,1130.57,4,repetitive
12712.0,4241.63,17,repetitive
12713.0,848.55,1,single
12714.0,4708.86,5,repetitive
12715.0,353.86,1,single
12716.0,1053.49,2,repetitive
12717.0,980.98,3,repetitive
12718.0,238.25,1,single
12719.0,608.1,3,repetitive
12720.0,5713.28,29,repetitive
12721.0,2628.98,7,repetitive
12722.0,904.33,6,repetitive
12723.0,725.07,5,repetitive
12724.0,1031.41,4,repetitive
12725.0,427.8,1,single
12726.0,2609.1,7,repetitive
12727.0,3947.7,9,repetitive
12728.0,836.33,4,repetitive
12729.0,453.01,1,single
12731.0,18793.41,14,repetitive
12732.0,236.26,1,single
12733.0,383.95,1,single
12734.0,110.4,1,single
12735.0,779.57,2,repetitive
12736.0,234.0,1,single
12738.0,155.35,1,single
12739.0,1013.04,2,repetitive
12740.0,427.6,1,single
12743.0,546.43,2,repetitive
12744.0,9120.39,10,repetitive
12747.0,4196.01,11,repetitive
12748.0,29072.1,225,repetitive
12749.0,3868.2,8,repetitive
12750.0,275.88,1,single
12752.0,4366.78,1,single
12753.0,21024.01,11,repetitive
12754.0,2949.12,6,repetitive
12755.0,2203.2,4,repetitive
12756.0,112.08,1,single
12757.0,4227.7,19,repetitive
12758.0,2791.59,2,repetitive
12759.0,1531.44,3,repetitive
12762.0,1898.52,2,repetitive
12763.0,494.08,2,repetitive
12764.0,1693.88,1,single
12766.0,6989.63,7,repetitive
12769.0,1143.6,1,single
12770.0,1351.45,1,single
12772.0,892.47,1,single
12775.0,1351.24,6,repetitive
12778.0,804.23,7,repetitive
12779.0,3868.7,12,repetitive
12781.0,707.72,5,repetitive
12782.0,2273.32,6,repetitive
12783.0,1603.87,8,repetitive
12784.0,574.42,2,repetitive
12785.0,305.71,2,repetitive
12787.0,463.66,3,repetitive
12789.0,91.85,1,single
12790.0,324.92,1,single
12791.0,192.6,1,single
12792.0,400.54,1,single
12793.0,545.48,2,repetitive
12794.0,860.41,2,repetitive
12795.0,430.48,1,single
12797.0,194.18,3,repetitive
12798.0,6977.04,3,repetitive
12802.0,412.58,2,repetitive
12808.0,483.65,3,repetitive
12809.0,484.36,2,repetitive
12811.0,514.85,3,repetitive
12812.0,229.64,1,single
12814.0,125.92,1,single
12815.0,1063.46,2,repetitive
12816.0,572.2,2,repetitive
12817.0,166.04,1,single
12818.0,1517.88,2,repetitive
12820.0,942.34,4,repetitive
12821.0,92.72,1,single
12822.0,918.98,3,repetitive
12823.0,1759.5,5,repetitive
12824.0,397.12,1,single
12826.0,1468.12,8,repetitive
12827.0,430.15,3,repetitive
12828.0,1018.71,6,repetitive
12829.0,253.05,3,repetitive
12830.0,6748.4,7,repetitive
12831.0,215.05,1,single
12832.0,383.03,2,repetitive
12833.0,417.38,1,single
12834.0,312.38,1,single
12836.0,2612.86,5,repetitive
12837.0,134.1,1,single
12838.0,683.13,2,repetitive
12839.0,5583.62,16,repetitive
12840.0,2714.27,6,repetitive
12841.0,3876.4,25,repetitive
12842.0,1118.99,2,repetitive
12843.0,1680.76,9,repetitive
12844.0,325.96,2,repetitive
12845.0,354.09,4,repetitive
12847.0,871.54,1,single
12849.0,1050.89,2,repetitive
12851.0,135.18,1,single
12852.0,299.75,2,repetitive
12853.0,1881.7,9,repetitive
12854.0,1289.15,5,repetitive
12855.0,38.1,1,single
12856.0,2162.68,8,repetitive
12857.0,1106.4,2,repetitive
12863.0,504.2,2,repetitive
12864.0,147.12,1,single
12865.0,1548.07,3,repetitive
12866.0,559.12,1,single
12867.0,3986.22,10,repetitive
12868.0,1607.06,6,repetitive
12870.0,-14.9,1,single
12871.0,380.64,2,repetitive
12872.0,599.97,2,repetitive
12873.0,374.0,1,single
12875.0,343.23,2,repetitive
12876.0,2218.02,2,repetitive
12877.0,1535.77,12,repetitive
12878.0,841.64,3,repetitive
12879.0,552.57,4,repetitive
12881.0,298.0,1,single
12882.0,1463.04,2,repetitive
12883.0,703.47,4,repetitive
12884.0,309.05,1,single
12885.0,1158.27,4,repetitive
12886.0,1351.09,3,repetitive
12888.0,313.77,4,repetitive
12890.0,380.47,1,single
12891.0,331.0,3,repetitive
12893.0,188.14,1,single
12895.0,347.3,3,repetitive
12897.0,216.5,2,repetitive
12901.0,16293.1,36,repetitive
12902.0,138.68,1,single
12904.0,509.58,2,repetitive
12906.0,2919.81,4,repetitive
12908.0,246.0,4,repetitive
12909.0,2128.83,8,repetitive
12910.0,3075.04,8,repetitive
12912.0,1662.3,5,repetitive
12913.0,2483.63,5,repetitive
12915.0,363.65,2,repetitive
12916.0,2982.35,5,repetitive
12917.0,594.0,1,single
12919.0,1301.44,8,repetitive
12920.0,164.23,1,single
12921.0,16389.74,49,repetitive
12922.0,405.38,1,single
12923.0,176.97,1,single
12924.0,929.95,5,repetitive
12925.0,694.05,2,repetitive
12928.0,2062.7,5,repetitive
12929.0,105.1,2,repetitive
12930.0,409.9,4,repetitive
12931.0,33462.81,20,repetitive
12933.0,606.28,4,repetitive
12935.0,2156.45,8,repetitive
12936.0,1012.9,5,repetitive
12937.0,1504.27,4,repetitive
12938.0,114.14,1,single
12939.0,11581.8,8,repetitive
12940.0,876.29,4,repetitive
12942.0,683.9,3,repetitive
12943.0,-3.75,1,single
12944.0,604.51,2,repetitive
12945.0,462.95,1,single
12947.0,1407.29,11,repetitive
12948.0,2053.7,8,repetitive
12949.0,4143.02,10,repetitive
12950.0,1843.0,3,repetitive
12951.0,1042.07,8,repetitive
12952.0,1382.84,5,repetitive
12953.0,329.85,1,single
12955.0,4734.26,14,repetitive
12956.0,108.07,1,single
12957.0,3979.04,12,repetitive
12962.0,266.39,2,repetitive
12963.0,1841.03,9,repetitive
12965.0,771.91,1,single
12966.0,160.18,1,single
12967.0,1194.75,4,repetitive
12968.0,135.95,1,single
12970.0,452.24,4,repetitive
12971.0,10930.26,86,repetitive
12974.0,144.8,1,single
12976.0,738.6,1,single
12977.0,39.24,1,single
12980.0,7092.06,12,repetitive
12981.0,372.22,2,repetitive
12982.0,377.2,2,repetitive
12984.0,97.5,1,single
12985.0,1215.62,3,repetitive
12987.0,545.0,3,repetitive
12988.0,535.32,1,single
12989.0,6854.51,19,repetitive
12990.0,409.5,3,repetitive
12991.0,503.76,2,repetitive
12993.0,414.76,4,repetitive
12994.0,902.22,5,repetitive
12995.0,200.72,2,repetitive
12997.0,1197.94,7,repetitive
12999.0,455.88,3,repetitive
13000.0,534.85,3,repetitive
13001.0,9797.92,14,repetitive
13002.0,120.95,1,single
13003.0,149.05,3,repetitive
13004.0,5613.43,22,repetitive
13005.0,468.95,3,repetitive
13006.0,81.57,1,single
13008.0,178.47,2,repetitive
13011.0,50.55,1,single
13012.0,1311.62,11,repetitive
13013.0,4786.99,15,repetitive
13014.0,3365.43,16,repetitive
13015.0,3346.28,5,repetitive
13016.0,789.89,3,repetitive
13017.0,204.0,1,single
13018.0,7272.75,27,repetitive
13021.0,2584.4,12,repetitive
13023.0,689.9,2,repetitive
13026.0,936.15,8,repetitive
13027.0,6912.0,6,repetitive
13028.0,659.68,3,repetitive
13029.0,1247.5,3,repetitive
13030.0,799.48,2,repetitive
13032.0,996.52,3,repetitive
13033.0,190.55,1,single
13034.0,642.77,2,repetitive
13035.0,886.63,3,repetitive
13037.0,881.07,3,repetitive
13038.0,908.46,3,repetitive
13040.0,676.99,2,repetitive
13043.0,471.57,2,repetitive
13044.0,560.47,1,single
13045.0,305.28,1,single
13046.0,629.31,2,repetitive
13047.0,3079.1,17,repetitive
13048.0,1805.91,5,repetitive
13049.0,656.68,2,repetitive
13050.0,5684.61,28,repetitive
13052.0,348.15,1,single
13055.0,1201.96,4,repetitive
13058.0,271.4,3,repetitive
13059.0,183.4,1,single
13060.0,307.53,1,single
13061.0,248.61,1,single
13062.0,346.98,1,single
13064.0,1119.49,4,repetitive
13065.0,205.86,1,single
13066.0,430.9,3,repetitive
13067.0,115.46,1,single
13068.0,344.0,2,repetitive
13069.0,3717.82,26,repetitive
13070.0,228.8,1,single
13072.0,177.15,1,single
13075.0,919.61,1,single
13077.0,729.27,4,repetitive
13078.0,12432.28,43,repetitive
13079.0,220.1,5,repetitive
13080.0,58.08,1,single
13081.0,27964.48,21,repetitive
13082.0,3595.48,10,repetitive
13083.0,303.75,2,repetitive
13085.0,272.38,3,repetitive
13089.0,57385.88,114,repetitive
13090.0,8689.39,18,repetitive
13091.0,319.82,2,repetitive
13092.0,459.83,6,repetitive
13093.0,7741.47,12,repetitive
13094.0,1708.86,16,repetitive
13095.0,74.4,1,single
13097.0,5893.32,14,repetitive
13098.0,28658.88,41,repetitive
13099.0,207.36,1,single
13101.0,101.19,1,single
13102.0,6336.29,26,repetitive
13103.0,243.94,1,single
13104.0,1098.48,6,repetitive
13106.0,59.5,2,repetitive
13107.0,1524.07,5,repetitive
13108.0,350.06,1,single
13109.0,766.84,5,repetitive
13110.0,1452.87,8,repetitive
13113.0,10510.0,39,repetitive
13115.0,2205.63,14,repetitive
13116.0,485.19,2,repetitive
13117.0,984.91,8,repetitive
13118.0,1125.0,6,repetitive
13120.0,30.6,1,single
13121.0,254.73,2,repetitive
13122.0,922.39,2,repetitive
13124.0,3866.33,3,repetitive
13126.0,2056.29,10,repetitive
13127.0,259.17,1,single
13130.0,64.0,1,single
13131.0,1039.3,4,repetitive
13132.0,77.3,1,single
13133.0,109.8,2,repetitive
13134.0,1740.63,7,repetitive
13135.0,3096.0,1,single
13136.0,2545.38,11,repetitive
13137.0,3605.08,9,repetitive
13138.0,962.39,6,repetitive
13139.0,5055.79,8,repetitive
13140.0,423.72,3,repetitive
13141.0,2385.8,6,repetitive
13142.0,307.09,1,single
13144.0,110.95,1,single
13145.0,614.77,5,repetitive
13146.0,228.91,1,single
13147.0,712.8,4,repetitive
13148.0,3348.48,17,repetitive
13149.0,1676.06,4,repetitive
13151.0,1250.37,2,repetitive
13153.0,486.22,1,single
13154.0,-611.86,1,single
13155.0,971.76,4,repetitive
13157.0,1721.57,5,repetitive
13158.0,1201.06,4,repetitive
13159.0,1379.75,5,repetitive
13160.0,91.8,1,single
13161.0,112.75,1,single
13162.0,1644.99,5,repetitive
13165.0,1021.48,2,repetitive
13166.0,414.7,2,repetitive
13167.0,791.33,4,repetitive
13168.0,1310.14,5,repetitive
13169.0,712.88,2,repetitive
13170.0,116.01,1,single
13171.0,426.81,5,repetitive
13173.0,353.65,2,repetitive
13174.0,2817.03,3,repetitive
13176.0,492.84,1,single
13177.0,282.45,1,single
13178.0,5725.47,11,repetitive
13182.0,121.18,1,single
13183.0,3957.78,9,repetitive
13184.0,1648.79,12,repetitive
13185.0,71.4,1,single
13186.0,1539.69,5,repetitive
13187.0,236.02,1,single
13188.0,114.6,1,single
13189.0,260.68,2,repetitive
13192.0,911.94,2,repetitive
13193.0,117.88,1,single
13194.0,60.7,1,single
13196.0,1797.78,4,repetitive
13198.0,3384.09,8,repetitive
13199.0,9803.96,37,repetitive
13200.0,870.09,4,repetitive
13203.0,869.46,4,repetitive
13207.0,250.26,2,repetitive
13208.0,1205.9,6,repetitive
13209.0,5820.16,11,repetitive
13210.0,353.48,1,single
13211.0,1197.42,3,repetitive
13212.0,780.58,4,repetitive
13213.0,1518.43,6,repetitive
13216.0,333.74,1,single
13217.0,133.62,5,repetitive
13218.0,62.64,1,single
13220.0,819.29,4,repetitive
13221.0,847.41,2,repetitive
13223.0,163.2,2,repetitive
13224.0,2150.85,3,repetitive
13225.0,6083.04,8,repetitive
13226.0,108.21,1,single
13227.0,257.7,1,single
13228.0,358.0,1,single
13229.0,160.95,1,single
13230.0,2763.41,17,repetitive
13232.0,1357.6,7,repetitive
13233.0,605.12,2,repetitive
13235.0,101.17,2,repetitive
13236.0,727.27,3,repetitive
13238.0,680.83,5,repetitive
13239.0,329.56,1,single
13240.0,663.65,4,repetitive
13242.0,270.4,3,repetitive
13243.0,600.07,1,single
13244.0,121.74,1,single
13245.0,430.5,1,single
13246.0,1922.1,7,repetitive
13247.0,501.12,4,repetitive
13248.0,465.68,2,repetitive
13249.0,711.41,3,repetitive
13253.0,1030.4,2,repetitive
13255.0,390.66,3,repetitive
13256.0,0.0,1,single
13258.0,698.58,3,repetitive
13259.0,292.32,1,single
13260.0,557.62,1,single
13261.0,944.1,2,repetitive
13262.0,200.29,1,single
13263.0,7454.07,35,repetitive
13265.0,2107.66,5,repetitive
13266.0,3717.67,19,repetitive
13267.0,4404.44,26,repetitive
13268.0,3167.64,15,repetitive
13269.0,5315.92,17,repetitive
13270.0,590.0,1,single
13271.0,178.26,2,repetitive
13272.0,276.56,2,repetitive
13273.0,138.98,1,single
13276.0,590.93,2,repetitive
13277.0,258.4,4,repetitive
13278.0,542.73,1,single
13279.0,126.3,2,repetitive
13280.0,814.86,3,repetitive
13282.0,1047.84,6,repetitive
13283.0,93.66,2,repetitive
13284.0,196.15,2,repetitive
13285.0,2709.12,4,repetitive
13291.0,361.11,1,single
13292.0,578.94,2,repetitive
13294.0,873.74,2,repetitive
13295.0,197.95,2,repetitive
13296.0,87.4,1,single
13297.0,2089.85,4,repetitive
13298.0,360.0,1,single
13299.0,142.5,1,single
13300.0,365.29,2,repetitive
13301.0,618.09,4,repetitive
13302.0,63.75,1,single
13304.0,300.42,1,single
13305.0,2000.86,10,repetitive
13307.0,15.0,1,single
13308.0,1367.61,4,repetitive
13309.0,1456.79,5,repetitive
13310.0,1083.63,6,repetitive
13311.0,598.57,2,repetitive
13313.0,1555.32,5,repetitive
13314.0,578.66,4,repetitive
13316.0,5815.49,5,repetitive
13317.0,2140.07,8,repetitive
13318.0,640.76,3,repetitive
13319.0,10664.34,35,repetitive
13320.0,1491.7,6,repetitive
13321.0,567.36,2,repetitive
13322.0,199.48,1,single
13323.0,787.85,5,repetitive
13324.0,7072.8,12,repetitive
13325.0,675.3,1,single
13327.0,3617.57,9,repetitive
13328.0,1308.48,1,single
13329.0,740.4,4,repetitive
13330.0,1140.93,3,repetitive
13332.0,350.9,1,single
13334.0,3536.82,3,repetitive
13336.0,795.12,1,single
13338.0,431.82,3,repetitive
13339.0,860.12,1,single
13340.0,10736.48,7,repetitive
13341.0,775.85,1,single
13343.0,303.93,2,repetitive
13344.0,2543.72,3,repetitive
13345.0,377.6,2,repetitive
13347.0,341.36,1,single
13348.0,233.76,1,single
13349.0,247.32,1,single
13350.0,910.72,3,repetitive
13351.0,373.94,1,single
13352.0,389.28,2,repetitive
13354.0,743.53,1,single
13355.0,674.7,1,single
13356.0,768.24,1,single
13357.0,609.95,1,single
13358.0,439.03,1,single
13359.0,431.26,2,repetitive
13362.0,3085.49,5,repetitive
13363.0,992.5,2,repetitive
13364.0,0.0,2,repetitive
13365.0,2191.22,3,repetitive
13366.0,56.16,1,single
13368.0,623.4,2,repetitive
13369.0,263.75,2,repetitive
13370.0,721.32,2,repetitive
13372.0,378.64,1,single
13373.0,3312.25,3,repetitive
13375.0,772.9,2,repetitive
13376.0,1019.76,3,repetitive
13379.0,572.56,3,repetitive
13381.0,3626.81,7,repetitive
13382.0,222.99,1,single
13384.0,4122.28,9,repetitive
13385.0,534.57,1,single
13388.0,627.15,2,repetitive
13389.0,797.96,3,repetitive
13390.0,544.08,1,single
13391.0,59.8,1,single
13394.0,2312.8,10,repetitive
13395.0,307.72,1,single
13396.0,1325.29,4,repetitive
13397.0,1539.18,6,repetitive
13398.0,457.34,1,single
13402.0,621.23,2,repetitive
13403.0,75.0,1,single
13404.0,252.49,2,repetitive
13405.0,572.451,3,repetitive
13408.0,27487.41,77,repetitive
13410.0,988.91,7,repetitive
13411.0,213.55,1,single
13414.0,1390.5,3,repetitive
13416.0,712.5,2,repetitive
13417.0,640.83,2,repetitive
13418.0,5845.44,23,repetitive
13419.0,221.06,1,single
13420.0,140.35,4,repetitive
13421.0,1848.98,3,repetitive
13422.0,2601.55,2,repetitive
13425.0,1624.21,3,repetitive
13426.0,3550.7,12,repetitive
13427.0,582.6,3,repetitive
13428.0,218.47,1,single
13429.0,1006.8,4,repetitive
13430.0,648.69,4,repetitive
13431.0,1269.1,2,repetitive
13434.0,534.24,2,repetitive
13435.0,3794.49,9,repetitive
13436.0,196.89,1,single
13437.0,3408.06,7,repetitive
13439.0,283.71,1,single
13441.0,296.64,1,single
13447.0,1104.23,4,repetitive
13448.0,3465.67,10,repetitive
13449.0,291.88,1,single
13450.0,2043.72,6,repetitive
13451.0,2916.45,6,repetitive
13452.0,590.0,2,repetitive
13453.0,356.98,2,repetitive
13455.0,1007.35,4,repetitive
13456.0,1737.82,7,repetitive
13458.0,9537.92,22,repetitive
13460.0,183.44,2,repetitive
13461.0,1445.0,3,repetitive
13462.0,143.25,2,repetitive
13464.0,674.68,1,single
13466.0,297.95,2,repetitive
13467.0,1083.71,2,repetitive
13468.0,5656.75,41,repetitive
13470.0,165.0,2,repetitive
13471.0,2531.58,4,repetitive
13473.0,417.54,3,repetitive
13474.0,229.59,1,single
13475.0,1431.78,4,repetitive
13476.0,1092.77,4,repetitive
13477.0,1441.53,8,repetitive
13479.0,291.0,3,repetitive
13481.0,1776.81,8,repetitive
13482.0,184.64,1,single
13483.0,140.34,1,single
13484.0,313.8,1,single
13485.0,454.24,1,single
13486.0,1122.41,3,repetitive
13487.0,575.4,3,repetitive
13488.0,8910.61,17,repetitive
13489.0,449.52,4,repetitive
13491.0,1215.82,10,repetitive
13492.0,1269.84,3,repetitive
13493.0,618.63,2,repetitive
13494.0,316.26,1,single
13495.0,1990.12,6,repetitive
13496.0,617.93,3,repetitive
13497.0,321.05,3,repetitive
13499.0,1146.96,7,repetitive
13500.0,1136.77,4,repetitive
13501.0,1310.47,2,repetitive
13502.0,292.0,3,repetitive
13503.0,216.85,1,single
13504.0,295.93,1,single
13505.0,4282.88,8,repetitive
13506.0,452.82,3,repetitive
13507.0,2479.16,4,repetitive
13508.0,110.97,1,single
13509.0,979.72,7,repetitive
13510.0,1785.16,5,repetitive
13512.0,251.21,1,single
13513.0,205.1,1,single
13514.0,152.2,1,single
13515.0,891.12,4,repetitive
13516.0,1389.41,3,repetitive
13517.0,2109.07,5,repetitive
13518.0,659.44,1,single
13519.0,110.8,2,repetitive
13520.0,3487.75,8,repetitive
13521.0,1093.65,3,repetitive
13522.0,125.8,1,single
13523.0,3755.38,6,repetitive
13524.0,680.18,5,repetitive
13525.0,628.78,2,repetitive
13527.0,2263.76,8,repetitive
13529.0,307.76,2,repetitive
13531.0,483.8,2,repetitive
